8640	 8718	 8640	 1107
8641	 8726	 8641	 1142
8641	 8795	 86410	 1143
8641	 8720	 864100	 1144
8641	 8723	 8641000	 1145
8642	 8716	 8642	 1170
8643	 8865	 8643	 1208
8643	 8644	 86430	 1209
8644	 8793	 8644	 1235
8644	 8721	 86440	 1236
8645	 8724	 8645	 1275
8645	 8643	 86450	 1276
8646	 8878	 8646	 1310
8647	 8795	 8647	 1341
8647	 8657	 86470	 1342
8649	 8650	 8649	 1423
8649	 8886	 86490	 1424
8650	 8655	 8650	 1456
8650	 8728	 86500	 1457
8651	 8724	 8651	 1475
8652	 8800	 8652	 1500
8652	 8662	 86520	 1501
8653	 8724	 8653	 1530
8653	 8736	 86530	 1531
8653	 8718	 865300	 1532
8653	 8732	 8653000	 1533
8654	 8652	 8654	 1566
8654	 8650	 86540	 1567
8654	 8725	 865400	 1568
8655	 8809	 8655	 1599
8655	 8727	 86550	 1600
8655	 8737	 865500	 1601
8656	 8799	 8656	 1635
8657	 8660	 8657	 1662
8700	 8708	 8700	 0
8700	 8779	 87000	 1
8700	 8699	 870000	 2
8701	 8703	 8701	 35
8703	 8850	 8703	 81
8704	 8859	 8704	 105
8705	 8853	 8705	 136
8706	 8785	 8706	 160
8707	 8785	 8707	 191
8708	 8707	 8708	 221
8708	 8699	 87080	 222
8709	 8778	 8709	 244
8710	 8778	 8710	 273
8711	 8786	 8711	 303
8713	 8858	 8713	 358
8713	 8714	 87130	 359
8713	 8706	 871300	 360
8713	 8712	 8713000	 361
8713	 8850	 87130000	 362
8714	 8708	 8714	 395
8714	 8704	 87140	 396
8715	 8650	 8715	 421
8716	 8868	 8716	 445
8717	 8722	 8717	 468
8717	 8715	 87170	 469
8718	 8642	 8718	 495
8719	 8872	 8719	 525
8719	 8647	 87190	 526
8719	 8642	 871900	 527
8719	 8804	 8719000	 528
8720	 8649	 8720	 552
8721	 8729	 8721	 587
8721	 8800	 87210	 588
8721	 8733	 872100	 589
8722	 8723	 8722	 617
8722	 8655	 87220	 618
8722	 8651	 872200	 619
8722	 8792	 8722000	 620
8723	 8727	 8723	 649
8723	 8876	 87230	 650
8724	 8946	 8724	 678
8725	 8640	 8725	 708
8725	 8717	 87250	 709
8725	 8726	 872500	 710
8726	 8871	 8726	 743
8728	 8653	 8728	 801
8728	 8722	 87280	 802
8728	 8648	 872800	 803
8729	 8649	 8729	 820
8730	 8886	 8730	 848
8730	 8739	 87300	 849
8732	 8812	 8732	 886
8732	 8811	 87320	 887
8732	 8651	 873200	 888
8733	 8656	 8733	 917
8733	 8649	 87330	 918
8733	 8668	 873300	 919
8734	 8741	 8734	 950
8734	 8667	 87340	 951
8734	 8808	 873400	 952
8735	 8879	 8735	 981
8735	 8890	 87350	 982
8736	 8669	 8736	 1012
8736	 8734	 87360	 1013
8736	 8966	 873600	 1014
8738	 8746	 8738	 1069
8738	 8735	 87380	 1070
8738	 8661	 873800	 1071
8738	 8740	 8738000	 1072
8738	 8894	 87380000	 1073
8739	 8656	 8739	 1088
8739	 8818	 87390	 1089
8739	 8737	 873900	 1090
8739	 8749	 8739000	 1091
8739	 8893	 87390000	 1092
8740	 8812	 8740	 1108
8741	 8884	 8741	 1146
8742	 8673	 8742	 1171
8742	 8820	 87420	 1172
8743	 8747	 8743	 1210
8743	 8660	 87430	 1211
8743	 8806	 874300	 1212
8744	 8889	 8744	 1237
8744	 8741	 87440	 1238
8744	 8809	 874400	 1239
8745	 8741	 8745	 1277
8745	 8889	 87450	 1278
8746	 8815	 8746	 1311
8746	 8745	 87460	 1312
8747	 8741	 8747	 1343
8747	 8753	 87470	 1344
8747	 8899	 874700	 1345
8747	 8812	 8747000	 1346
8747	 8667	 87470000	 1347
8747	 8679	 874700000	 1348
8748	 8678	 8748	 1383
8749	 8684	 8749	 1425
8750	 8677	 8750	 1458
8751	 8750	 8751	 1476
8751	 8682	 87510	 1477
8752	 8830	 8752	 1502
8752	 8758	 87520	 1503
8752	 8826	 875200	 1504
8752	 8742	 8752000	 1505
8753	 8823	 8753	 1534
